website_name,competence_date,country_code,currency_code,brand,category1_code,category2_code,category3_code,product_code,title,itemurl,imageurl,full_price,price,full_price_eur,price_eur,flg_discount
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,ACCESSORIES,WALLETS & CARD CASES,80646061,Check and Leather Folding Card Case,https://us.burberry.com/checkleather-folding-card-case-p80646061,https://assets.burberry.com/is/image/Burberryltd/6C44D31B-ECE1-49E0-BBE6-6FDFB89B2646,340.0,340.0,313.65,313.65,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,CLOTHES,TRENCH COATS,80647311,Long Camden Heritage Car Coat,https://us.burberry.com/long-camden-heritage-car-coat-p80647311,https://assets.burberry.com/is/image/Burberryltd/9C22371F-37D1-43CA-96B1-55AA55CB41F3,2150.0,2150.0,1983.39,1983.39,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,CLOTHES,TRENCH COATS,80647321,Long Camden Heritage Car Coat,https://us.burberry.com/long-camden-heritage-car-coat-p80647321,https://assets.burberry.com/is/image/Burberryltd/86B3D936-44D1-4E5A-91F7-48DDA940E305,2150.0,2150.0,1983.39,1983.39,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,OUTERWEAR,QUILTED JACKETS,80647781,Logo Detail Diamond Quilted Hooded Jacket,https://us.burberry.com/logo-detail-diamond-quilted-hooded-jacket-p80647781,https://assets.burberry.com/is/image/Burberryltd/E1631ECF-B3CC-44DB-98B2-03B69CE1A3F6,1350.0,1350.0,1245.38,1245.38,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,CLOTHES,TRENCH COATS,80649351,Short Check Collar Gabardine Trench Coat,https://us.burberry.com/short-check-collar-gabardine-trench-coat-p80649351,https://assets.burberry.com/is/image/Burberryltd/C7C8CAF6-B4D2-44FE-84DA-4F9BDFE63D4B,2590.0,2590.0,2389.29,2389.29,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,ACCESSORIES,HATS & GLOVES,80643491,Nylon Reversible Bucket Hat,https://us.burberry.com/nylon-reversible-bucket-hat-p80643491,https://assets.burberry.com/is/image/Burberryltd/413A038A-6757-4882-BFEC-8D46B614E025,470.0,470.0,433.57,433.57,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,BAGS,TOTE BAGS,80644451,Slim Vertical Denny Tote,https://us.burberry.com/slim-vertical-denny-tote-p80644451,https://assets.burberry.com/is/image/Burberryltd/37E106A0-6976-41C8-A6BD-EAADB0ED6CE9,1790.0,1790.0,1651.29,1651.29,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,CLOTHES,TRENCH COATS,80647271,Short Camden Heritage Car Coat,https://us.burberry.com/short-camden-heritage-car-coat-p80647271,https://assets.burberry.com/is/image/Burberryltd/C2181499-FB3A-487C-8A12-2E0A125F468A,2150.0,2150.0,1983.39,1983.39,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,ACCESSORIES,WALLETS & CARD CASES,80648241,Quilted Leather Small Lola Folding Wallet,https://us.burberry.com/quilted-leather-small-lola-folding-wallet-p80648241,https://assets.burberry.com/is/image/Burberryltd/DDAE3BC7-02FD-4931-A6F9-F7C1C8525820,640.0,640.0,590.4,590.4,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,ACCESSORIES,WALLETS & CARD CASES,80648261,Quilted Leather Lola Card Case,https://us.burberry.com/quilted-leather-lola-card-case-p80648261,https://assets.burberry.com/is/image/Burberryltd/4AA8DE79-61BC-4CDA-9051-5C92B0128D2A,300.0,300.0,276.75,276.75,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,ACCESSORIES,VIEW ALL,80650801,Check Cashmere Cushion Cover,https://us.burberry.com/check-cashmere-cushion-cover-p80650801,https://assets.burberry.com/is/image/Burberryltd/F8C12066-6A44-4965-BAFC-B4EC96F75C00,820.0,820.0,756.45,756.45,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,CLOTHES,POLOS & T-SHIRTS,80653951,Logo Print Cotton Jersey T-shirt,https://us.burberry.com/logo-print-cotton-jersey-t-shirt-p80653951,https://assets.burberry.com/is/image/Burberryltd/4B927FAE-D7CD-4D85-A446-8CD17595A630,480.0,480.0,442.8,442.8,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,OUTERWEAR,JACKETS,80656841,Wool Ramie Harrington Jacket,https://us.burberry.com/wool-ramie-harrington-jacket-p80656841,https://assets.burberry.com/is/image/Burberryltd/AE4C5EAC-35A5-46FF-937A-0A0351C09BB5,2050.0,2050.0,1891.14,1891.14,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,ACCESSORIES,WALLETS & CARD CASES,80657111,Grainy Leather TB Card Case,https://us.burberry.com/grainy-leather-tb-card-case-p80657111,https://assets.burberry.com/is/image/Burberryltd/F796F8EF-4227-4149-8497-E56426D5A7F7,260.0,260.0,239.85,239.85,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,BAGS,CROSSBODY BAGS,80653361,Large Wright Bag,https://us.burberry.com/large-wright-bag-p80653361,https://assets.burberry.com/is/image/Burberryltd/003D91BD-3567-4ACD-AAE3-7FD1FF05AE5D,1790.0,1790.0,1651.29,1651.29,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,ACCESSORIES,BELTS,80653391,Check and Leather Reversible TB Belt,https://us.burberry.com/checkleather-reversible-tb-belt-p80653391,https://assets.burberry.com/is/image/Burberryltd/B69C4F8A-D475-44C5-9654-99F08D38C29C,580.0,580.0,535.05,535.05,0
Burberry,2023-11-17,USA,USD,BURBERRY,KIDS,GIRLS,SKIRTS & TROUSERS,80657131,Thomas Bear Print Cotton Skirt,https://us.burberry.com/thomas-bear-print-cotton-skirt-p80657131,https://assets.burberry.com/is/image/Burberryltd/9DDA5D75-2A2E-4DBB-A9BE-AF1D8A011BE1,250.0,250.0,230.62,230.62,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,CLOTHES,SHIRTS & TOPS,80657761,Prorsum Label Cotton Shirt,https://us.burberry.com/prorsum-label-cotton-shirt-p80657761,https://assets.burberry.com/is/image/Burberryltd/EA01386C-BEE4-4FBC-93D7-76F78D40D071,840.0,840.0,774.9,774.9,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,ACCESSORIES,WALLETS & CARD CASES,80659111,Check and Leather Zip Wallet,https://us.burberry.com/checkleather-zip-wallet-p80659111,https://assets.burberry.com/is/image/Burberryltd/865B57A2-5A25-45B6-8C13-2CA2C75CCB5D,420.0,420.0,387.45,387.45,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,ACCESSORIES,WALLETS & CARD CASES,80659261,Grainy Leather TB Card Case Lanyard,https://us.burberry.com/grainy-leather-tb-card-case-lanyard-p80659261,https://assets.burberry.com/is/image/Burberryltd/A88C5305-4373-4EBC-AF1F-BBD6CF33B65C,680.0,680.0,627.3,627.3,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,ACCESSORIES,WALLETS & CARD CASES,80660231,Grainy Leather TB Card Case,https://us.burberry.com/grainy-leather-tb-card-case-p80660231,https://assets.burberry.com/is/image/Burberryltd/3112FBD2-FD7F-4CF0-AFED-396CFE84A1EC,330.0,330.0,304.42,304.42,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BAGS,CROSSBODY,80661651,Top Handle Note Bag,https://us.burberry.com/top-handle-note-bag-p80661651,https://assets.burberry.com/is/image/Burberryltd/D68F00A9-942A-4FBB-BE1D-A5DB50F32018,1790.0,1790.0,1651.29,1651.29,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BAGS,CROSSBODY,80662261,Note Bag,https://us.burberry.com/note-bag-p80662261,https://assets.burberry.com/is/image/Burberryltd/B501C02D-FAA9-4905-9E4B-D4FEA328934F,1790.0,1790.0,1651.29,1651.29,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,ACCESSORIES,WALLETS & CARD CASES,80659251,Grainy Leather TB Card Case Lanyard,https://us.burberry.com/grainy-leather-tb-card-case-lanyard-p80659251,https://assets.burberry.com/is/image/Burberryltd/5F119315-53CF-44FB-B8C0-F803FD240BB9,680.0,680.0,627.3,627.3,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,ACCESSORIES,WALLETS & CARD CASES,80660221,Grainy Leather TB Compact Wallet,https://us.burberry.com/grainy-leather-tb-compact-wallet-p80660221,https://assets.burberry.com/is/image/Burberryltd/9B8BF00D-21F4-4A8A-8475-DB743C6B44C7,670.0,670.0,618.08,618.08,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,ACCESSORIES,BELTS,80660501,Leather Reversible TB Belt,https://us.burberry.com/leather-reversible-tb-belt-p80660501,https://assets.burberry.com/is/image/Burberryltd/91DCE7CC-8E41-4236-9AF1-B7E4F0AFB7B4,470.0,470.0,433.57,433.57,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,ACCESSORIES,WALLETS & CARD CASES,80596231,Grainy Leather TB Compact Wallet,https://us.burberry.com/grainy-leather-tb-compact-wallet-p80596231,https://assets.burberry.com/is/image/Burberryltd/BF71C4B1-D975-4131-B987-794BE1F7E395,670.0,670.0,618.08,618.08,0
Burberry,2023-11-17,USA,USD,BURBERRY,KIDS,BABY,SKIRTS & TROUSERS,80613891,Contrast Check Stretch Nylon Leggings,https://us.burberry.com/contrast-check-stretch-nylon-leggings-p80613891,https://assets.burberry.com/is/image/Burberryltd/E32E50BF-9AF8-4B8E-B8AF-8AD85DDDE9CF,260.0,260.0,239.85,239.85,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,CLOTHES,HOODIES & SWEATSHIRTS,80775211,Rose Print Fleece Hoodie,https://us.burberry.com/rose-print-fleece-hoodie-p80775211,https://assets.burberry.com/is/image/Burberryltd/6FABE1CA-E605-4841-9BD3-DBDD7C127736,1350.0,1350.0,1245.38,1245.38,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BAGS,SHOULDER,80775771,Medium Chess Shoulder Bag,https://us.burberry.com/medium-chess-shoulder-bag-p80775771,https://assets.burberry.com/is/image/Burberryltd/14B4E292-B0E9-4C63-978A-408C87268D81,3350.0,3350.0,3090.4,3090.4,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,CLOTHES,KNITWEAR,80776031,EKD Wool Blend Sweater,https://us.burberry.com/ekd-wool-blend-sweater-p80776031,https://assets.burberry.com/is/image/Burberryltd/043B083E-68CE-48BE-BBAB-A18BF9E26C0F,1150.0,1150.0,1060.88,1060.88,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,OUTERWEAR,JACKETS,80776231,Reversible Rose Fleece Jacket,https://us.burberry.com/reversible-rose-fleece-jacket-p80776231,https://assets.burberry.com/is/image/Burberryltd/904E82C0-849D-4657-8370-D3D61D31AC6C,2590.0,2590.0,2389.29,2389.29,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,CLOTHES,SHIRTS & TOPS,80776821,Camouflage Print Blouse,https://us.burberry.com/camouflage-print-blouse-p80776821,https://assets.burberry.com/is/image/Burberryltd/9F0EA4EA-48FB-4D79-B05A-60F7608D948D,1790.0,1790.0,1651.29,1651.29,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,CLOTHES,SKIRTS,80776911,Argyle Wool Skirt,https://us.burberry.com/argyle-wool-skirt-p80776911,https://assets.burberry.com/is/image/Burberryltd/64759D90-ECD3-458E-9CEA-0F8CC3693438,1150.0,1150.0,1060.88,1060.88,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,CLOTHES,KNITWEAR,80777501,Wool Sweater,https://us.burberry.com/wool-sweater-p80777501,https://assets.burberry.com/is/image/Burberryltd/2FA4B422-23BF-4C59-A149-BD297941D5A6,1150.0,1150.0,1060.88,1060.88,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,SHOES,LOAFERS & LACE-UPS,80778071,Nubuck Creeper Clamp Loafers,https://us.burberry.com/nubuck-creeper-clamp-loafers-p80778071,https://assets.burberry.com/is/image/Burberryltd/037D0119-B5EC-45A1-A4B5-FD7A81095AE6,1190.0,1190.0,1097.78,1097.78,0
Burberry,2023-11-17,USA,USD,BURBERRY,KIDS,ACCESSORIES,HATS & SOCKS,80685811,Check Wool Cashmere Beanie,https://us.burberry.com/check-wool-cashmere-beanie-p80685811,https://assets.burberry.com/is/image/Burberryltd/62AA85E4-0073-4FE6-8CE2-090F746A2869,200.0,200.0,184.5,184.5,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,CASHMERE SCARVES,N.A.,80756011,Rose Print Cashmere Scarf,https://us.burberry.com/rose-print-cashmere-scarf-p80756011,https://assets.burberry.com/is/image/Burberryltd/6DC50243-869A-4AB8-BD94-7258D2C531B3,960.0,960.0,885.6,885.6,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,ACCESSORIES,HATS & GLOVES,80756411,Check Cotton Baseball Cap,https://us.burberry.com/check-cotton-baseball-cap-p80756411,https://assets.burberry.com/is/image/Burberryltd/A28ABC4A-240C-4EA0-BF3F-7B630FB73FE8,440.0,440.0,405.9,405.9,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,ACCESSORIES,HATS & GLOVES,80757061,Faux Fur and Nylon Trapper Hat,https://us.burberry.com/faux-furnylon-trapper-hat-p80757061,https://assets.burberry.com/is/image/Burberryltd/95BF223A-1CA7-499E-B76A-B594142DD2FC,1050.0,1050.0,968.63,968.63,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,SHOES,LOAFERS & LACE-UPS,80757691,Tricker’s Leather Devon Brogues,https://us.burberry.com/tricker-s-leather-devon-brogues-p80757691,https://assets.burberry.com/is/image/Burberryltd/B48A2021-5B79-42F3-8BFA-DADA3FF057F6,1150.0,1150.0,1060.88,1060.88,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,CLOTHES,TROUSERS & SHORTS,80758301,Rose Wool Blend Track Pants,https://us.burberry.com/rose-wool-blend-track-pants-p80758301,https://assets.burberry.com/is/image/Burberryltd/491F8157-4183-40F3-B5DA-B01F4453A1C8,1350.0,1350.0,1245.38,1245.38,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,OUTERWEAR,COATS,80779011,Wool Twill Car Coat,https://us.burberry.com/wool-twill-car-coat-p80779011,https://assets.burberry.com/is/image/Burberryltd/045708ED-2F7D-4844-B397-2810014F2173,3750.0,3750.0,3459.4,3459.4,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,CLOTHES,SKIRTS,80780131,Check Wool Kilt,https://us.burberry.com/check-wool-kilt-p80780131,https://assets.burberry.com/is/image/Burberryltd/CCB3B441-C30F-4461-B54E-FD039181CE56,1890.0,1890.0,1743.54,1743.54,0
Burberry,2023-11-17,USA,USD,BURBERRY,KIDS,BABY,GROWS & GIFT SETS,80781521,Check Two-piece Baby Gift Set,https://us.burberry.com/check-two-piece-baby-gift-set-p80781521,https://assets.burberry.com/is/image/Burberryltd/D2A223A6-4E22-4C58-A92B-0CC71154A16F,610.0,610.0,562.73,562.73,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,ACCESSORIES,POUCHES,80732791,Check and Leather Pouch,https://us.burberry.com/checkleather-pouch-p80732791,https://assets.burberry.com/is/image/Burberryltd/EB39E391-C8DE-4894-9964-B243287AE2A8,970.0,970.0,894.83,894.83,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,ACCESSORIES,WALLETS & CARD CASES,80739031,Check and Leather Small Folding Wallet,https://us.burberry.com/checkleather-small-folding-wallet-p80739031,https://assets.burberry.com/is/image/Burberryltd/7A1D8367-4D7A-4834-8A89-6192CF348D8B,590.0,590.0,544.28,544.28,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,ACCESSORIES,WALLETS & CARD CASES,80739061,Check Coin Case with Strap,https://us.burberry.com/check-coin-case-with-strap-p80739061,https://assets.burberry.com/is/image/Burberryltd/C73009B7-41E3-4256-986E-A72ACF52BB75,330.0,330.0,304.42,304.42,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,OUTERWEAR,PUFFER JACKETS,80740341,Check Nylon Puffer Jacket,https://us.burberry.com/check-nylon-puffer-jacket-p80740341,https://assets.burberry.com/is/image/Burberryltd/35E29B26-D2BD-4AEA-B3D9-D1350EA230F5,1790.0,1790.0,1651.29,1651.29,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,BAGS,BELT BAGS,80660981,Sonny Belt Bag,https://us.burberry.com/sonny-belt-bag-p80660981,https://assets.burberry.com/is/image/Burberryltd/2FCA6377-092A-4C7A-9E33-4BE8CCA7EE75,1350.0,1350.0,1245.38,1245.38,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BAGS,CROSSBODY,80661771,Lola Clutch,https://us.burberry.com/lola-clutch-p80661771,https://assets.burberry.com/is/image/Burberryltd/DC0A1B35-E35F-4612-BA10-3A9B3CD3336A,1290.0,1290.0,1190.03,1190.03,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BAGS,CROSSBODY,80661791,Lola Clutch,https://us.burberry.com/lola-clutch-p80661791,https://assets.burberry.com/is/image/Burberryltd/C1C619C0-878A-42D9-A4D5-D76AEC27CD48,1290.0,1290.0,1190.03,1190.03,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BAGS,TOTE,80662221,Monogram Tote,https://us.burberry.com/monogram-motif-medium-tote-p80662221,https://assets.burberry.com/is/image/Burberryltd/A4876FCF-3B83-4C5C-A35B-4BBC32DDBFF4,2250.0,2250.0,2075.64,2075.64,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,CLOTHES,VIEW ALL,80663741,Classic Cut Check Silk Tie,https://us.burberry.com/classic-cut-check-silk-tie-p80663741,https://assets.burberry.com/is/image/Burberryltd/495E5B51-B753-4344-8851-CC3321FBA85D,220.0,220.0,202.95,202.95,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,BAGS,CROSSBODY BAGS,80741071,Small Alfred Messenger Bag,https://us.burberry.com/small-alfred-messenger-bag-p80741071,https://assets.burberry.com/is/image/Burberryltd/3F23EF52-EF93-4550-A688-F74CE7DFF15C,1650.0,1650.0,1522.14,1522.14,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,ACCESSORIES,WALLETS & CARD CASES,80741131,Check and Leather Folding Card Case,https://us.burberry.com/checkleather-folding-card-case-p80741131,https://assets.burberry.com/is/image/Burberryltd/24B6D41B-BFAF-47CD-9896-137A014F7D7B,430.0,430.0,396.67,396.67,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,SHOES,BOOTS,80743791,Leather Saddle Low Boots,https://us.burberry.com/leather-saddle-low-boots-p80743791,https://assets.burberry.com/is/image/Burberryltd/C14C08C4-A313-4A74-9268-06637B237875,1890.0,1890.0,1743.54,1743.54,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BAGS,CROSSBODY,80745111,Check Medium Bowling Bag,https://us.burberry.com/check-medium-bowling-bag-p80745111,https://assets.burberry.com/is/image/Burberryltd/C232F37D-B731-4635-A2F7-95F855BB4490,1750.0,1750.0,1614.39,1614.39,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,CASHMERE SCARVES,N.A.,80746741,Check Cashmere Reversible Scarf,https://us.burberry.com/check-cashmere-reversible-scarf-p80746741,https://assets.burberry.com/is/image/Burberryltd/E02AE3FC-D889-499B-9C14-6FC228676FF3,660.0,660.0,608.85,608.85,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,EARRINGS,N.A.,80747651,Gold-plated Small Hollow Hoop Earrings,https://us.burberry.com/gold-plated-small-hollow-hoop-earrings-p80747651,https://assets.burberry.com/is/image/Burberryltd/0C8D7F84-961A-4F12-950C-6E36DF7F0B9D,550.0,550.0,507.38,507.38,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,EARRINGS,N.A.,80747831,Silver Hollow Stud Earrings,https://us.burberry.com/silver-hollow-stud-earrings-p80747831,https://assets.burberry.com/is/image/Burberryltd/F736378E-7CB5-42E8-A64C-03F3CD2AC011,410.0,410.0,378.22,378.22,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BEAUTY,VIEW ALL FRAGRANCE,40836001,Burberry Goddess Eau de Parfum for Women Refill 150ml,https://us.burberry.com/burberry-goddess-eau-de-parfum-for-women-refill-150ml-p40836001,https://assets.burberry.com/is/image/Burberryltd/1601003D-8D08-48F5-8FF3-5B8B3A666C81,168.0,168.0,154.98,154.98,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,ACCESSORIES,BELTS,80623451,Check and Leather Reversible TB Belt,https://us.burberry.com/checkleather-reversible-tb-belt-p80623451,https://assets.burberry.com/is/image/Burberryltd/F00BCCEC-5A87-4B71-987F-185A6407D201,470.0,470.0,433.57,433.57,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,ACCESSORIES,BELTS,80623491,Check and Leather Reversible TB Belt,https://us.burberry.com/checkleather-reversible-tb-belt-p80623491,https://assets.burberry.com/is/image/Burberryltd/B2A4736A-5608-47DE-92E9-8FA1A337B524,510.0,510.0,470.47,470.47,0
Burberry,2023-11-17,USA,USD,BURBERRY,KIDS,GIRLS,TOPS,80626901,Vintage Check Stretch Cotton Top,https://us.burberry.com/vintage-check-stretch-cotton-top-p80626901,https://assets.burberry.com/is/image/Burberryltd/CA1F3E7C-1E64-4B07-BE3E-2DBE64628D21,250.0,250.0,230.62,230.62,0
Burberry,2023-11-17,USA,USD,BURBERRY,KIDS,BOYS,TROUSERS & SHORTS,80629681,Vintage Check Panel Cotton Blend Cargo Shorts,https://us.burberry.com/vintage-check-panel-cotton-blend-cargo-shorts-p80629681,https://assets.burberry.com/is/image/Burberryltd/B7EC370E-53CD-4819-9DB1-561DE55232AC,280.0,280.0,258.3,258.3,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,SHOES,SNEAKERS,80634701,Leather  Suede and Check Mesh Sneakers,https://us.burberry.com/leather-suedecheck-mesh-sneakers-p80634701,https://assets.burberry.com/is/image/Burberryltd/7BA6ED77-AC9C-44C7-925B-9364BDBBEE17,890.0,890.0,821.03,821.03,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,CLOTHES,TRENCH COATS,80647281,Mid-length Camden Heritage Car Coat,https://us.burberry.com/mid-length-camden-heritage-car-coat-p80647281,https://assets.burberry.com/is/image/Burberryltd/30AD6E51-B7C1-45BE-A54B-66E4F2BA6D8D,2150.0,2150.0,1983.39,1983.39,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,ACCESSORIES,WALLETS & CARD CASES,80648271,Quilted Leather Lola Card Case,https://us.burberry.com/quilted-leather-lola-card-case-p80648271,https://assets.burberry.com/is/image/Burberryltd/4B9D9E79-41A3-44C5-ACB2-715D63DA5591,300.0,300.0,276.75,276.75,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,CLOTHES,T-SHIRTS,80634761,Prorsum Label Cotton T-shirt,https://us.burberry.com/prorsum-label-cotton-t-shirt-p80634761,https://assets.burberry.com/is/image/Burberryltd/84CAA351-AD32-4A5B-B17A-96E3E566519E,550.0,550.0,507.38,507.38,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,CASHMERE SCARVES,N.A.,80639041,Swan Kingdom Check Cashmere Scarf,https://us.burberry.com/swan-kingdom-check-cashmere-scarf-p80639041,https://assets.burberry.com/is/image/Burberryltd/4F2EB9B6-9CC3-4463-A8C4-0ED8EFAF7919,820.0,820.0,756.45,756.45,0
